Transcript ID	Gene ID	Gene symbol	Gene description	Species ID	3P-seq tags	Representative transcript?
ENSMUST00000172002.2	ENSMUSG00000025739.8	Gng13	guanine nucleotide binding protein (G protein), gamma 13 [Source:MGI Symbol;Acc:MGI:1925616]	10090	29	1
ENSMUST00000172031.2	ENSMUSG00000037940.10	Inpp4b	inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]	10090	281	1
ENSMUST00000172035.2	ENSMUSG00000037275.9	Gemin5	gem (nuclear organelle) associated protein 5 [Source:MGI Symbol;Acc:MGI:2449311]	10090	266	1
ENSMUST00000172038.2	ENSMUSG00000072675.7	Duxbl2	doubl homeobox B-like 2 [Source:MGI Symbol;Acc:MGI:3710620]	10090	5	0
ENSMUST00000172057.2	ENSMUSG00000026594.9	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2 [Source:MGI Symbol;Acc:MGI:1925505]	10090	489	1
ENSMUST00000172097.3	ENSMUSG00000080316.5	Spaca6	sperm acrosome associated 6 [Source:MGI Symbol;Acc:MGI:1922452]	10090	271	1
ENSMUST00000172106.3	ENSMUSG00000095829.3	Speer1-ps1	spermatogenesis associated glutamate (E)-rich protein 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1918146]	10090	5	1
ENSMUST00000172107.2	ENSMUSG00000022403.9	St13	suppression of tumorigenicity 13 [Source:MGI Symbol;Acc:MGI:1917606]	10090	9715	1
ENSMUST00000172108.2	ENSMUSG00000001441.8	Npepps	aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]	10090	1892	0
ENSMUST00000172117.1	ENSMUSG00000091142.1	Gm17175	predicted gene 17175 [Source:MGI Symbol;Acc:MGI:4938002]	10090	5	1
ENSMUST00000172123.1	ENSMUSG00000090533.1	Gm8214	predicted gene 8214 [Source:MGI Symbol;Acc:MGI:3646554]	10090	5	1
ENSMUST00000172132.3	ENSMUSG00000023456.9	Tpi1	triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797]	10090	742	1
ENSMUST00000172136.2	ENSMUSG00000060260.7	Pwwp2b	PWWP domain containing 2B [Source:MGI Symbol;Acc:MGI:2142008]	10090	105	1
ENSMUST00000172138.1	ENSMUSG00000021624.4	Cd180	CD180 antigen [Source:MGI Symbol;Acc:MGI:1194924]	10090	6	0
ENSMUST00000172140.1	ENSMUSG00000090961.1	Vmn2r8	vomeronasal 2, receptor 8 [Source:MGI Symbol;Acc:MGI:3642986]	10090	5	1
ENSMUST00000172142.2	ENSMUSG00000021910.10	Nisch	nischarin [Source:MGI Symbol;Acc:MGI:1928323]	10090	382	0
ENSMUST00000172148.1	ENSMUSG00000007480.3	Mc5r	melanocortin 5 receptor [Source:MGI Symbol;Acc:MGI:99420]	10090	41	1
ENSMUST00000172158.1	ENSMUSG00000042570.9	Mier2	mesoderm induction early response 1, family member 2 [Source:MGI Symbol;Acc:MGI:1917677]	10090	60	0
ENSMUST00000172159.2	ENSMUSG00000026875.9	Traf1	TNF receptor-associated factor 1 [Source:MGI Symbol;Acc:MGI:101836]	10090	194	1
ENSMUST00000172163.1	ENSMUSG00000094954.1	Gm8011	predicted gene 8011 [Source:MGI Symbol;Acc:MGI:3648646]	10090	5	1
ENSMUST00000172164.2	ENSMUSG00000022756.10	Slc7a4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4 [Source:MGI Symbol;Acc:MGI:2146512]	10090	101	0
ENSMUST00000172167.2	ENSMUSG00000037940.10	Inpp4b	inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]	10090	5	0
ENSMUST00000172170.2	ENSMUSG00000023952.8	Gtpbp2	GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:1860138]	10090	585	0
ENSMUST00000172171.2	ENSMUSG00000043943.9	Naalad2	N-acetylated alpha-linked acidic dipeptidase 2 [Source:MGI Symbol;Acc:MGI:1919810]	10090	86	1
ENSMUST00000172175.1	ENSMUSG00000071661.6	Zbtb3	zinc finger and BTB domain containing 3 [Source:MGI Symbol;Acc:MGI:1922541]	10090	55	1
ENSMUST00000172178.1	ENSMUSG00000092071.1	A230065N10Rik	RIKEN cDNA A230065N10 gene [Source:MGI Symbol;Acc:MGI:3642744]	10090	16	1
ENSMUST00000172182.2	ENSMUSG00000005899.7	Smpd4	sphingomyelin phosphodiesterase 4 [Source:MGI Symbol;Acc:MGI:1924876]	10090	5	0
ENSMUST00000172190.2	ENSMUSG00000090417.2	Vmn2r94	vomeronasal 2, receptor 94 [Source:MGI Symbol;Acc:MGI:3648050]	10090	5	1
ENSMUST00000172191.1	ENSMUSG00000091650.1	Apol11a	apolipoprotein L 11a [Source:MGI Symbol;Acc:MGI:3649094]	10090	2	1
ENSMUST00000172199.1	ENSMUSG00000094145.1	Vmn2r20	vomeronasal 2, receptor 20 [Source:MGI Symbol;Acc:MGI:3646439]	10090	5	1
ENSMUST00000172206.2	ENSMUSG00000090460.2	Gm17511	predicted gene, 17511 [Source:MGI Symbol;Acc:MGI:4937145]	10090	5	1
ENSMUST00000172220.2	ENSMUSG00000055670.8	Zzef1	zinc finger, ZZ-type with EF hand domain 1 [Source:MGI Symbol;Acc:MGI:2444286]	10090	289	1
ENSMUST00000172230.1	ENSMUSG00000062782.3	Olfr527	olfactory receptor 527 [Source:MGI Symbol;Acc:MGI:3030361]	10090	5	1
ENSMUST00000172233.2	ENSMUSG00000035086.8	Becn1	beclin 1, autophagy related [Source:MGI Symbol;Acc:MGI:1891828]	10090	1472	0
ENSMUST00000172240.1	ENSMUSG00000049600.7	Zbtb45	zinc finger and BTB domain containing 45 [Source:MGI Symbol;Acc:MGI:2685003]	10090	76	1
ENSMUST00000172266.2	ENSMUSG00000078995.4	Zfp456	zinc finger protein 456 [Source:MGI Symbol;Acc:MGI:3040694]	10090	7	0
ENSMUST00000172270.1	ENSMUSG00000091198.1	Gm5218	predicted gene 5218 [Source:MGI Symbol;Acc:MGI:3646583]	10090	14	1
ENSMUST00000172271.2	ENSMUSG00000023411.6	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4 [Source:MGI Symbol;Acc:MGI:1920431]	10090	406	1
ENSMUST00000172272.2	ENSMUSG00000021500.10	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [Source:MGI Symbol;Acc:MGI:1920895]	10090	5871	1
ENSMUST00000172278.2	ENSMUSG00000045613.4	Chrm2	cholinergic receptor, muscarinic 2, cardiac [Source:MGI Symbol;Acc:MGI:88397]	10090	123	1
ENSMUST00000172298.2	ENSMUSG00000004771.7	Rab11a	RAB11A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1858202]	10090	9047	0
ENSMUST00000172306.2	ENSMUSG00000053716.8	Dusp7	dual specificity phosphatase 7 [Source:MGI Symbol;Acc:MGI:2387100]	10090	393	1
ENSMUST00000172307.3	ENSMUSG00000078954.4	Arhgap8	Rho GTPase activating protein 8 [Source:MGI Symbol;Acc:MGI:1920417]	10090	488	1
ENSMUST00000172314.3	ENSMUSG00000002996.12	Hbp1	high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]	10090	72	0
ENSMUST00000172321.1	ENSMUSG00000053977.8	Cd8a	CD8 antigen, alpha chain [Source:MGI Symbol;Acc:MGI:88346]	10090	32	1
ENSMUST00000172322.1	ENSMUSG00000094589.1	Vmn1r118	vomeronasal 1 receptor 118 [Source:MGI Symbol;Acc:MGI:3645425]	10090	5	1
ENSMUST00000172330.2	ENSMUSG00000031284.11	Pak3	p21 protein (Cdc42/Rac)-activated kinase 3 [Source:MGI Symbol;Acc:MGI:1339656]	10090	27	1
ENSMUST00000172332.3	ENSMUSG00000090946.3	Ccdc71l	coiled-coil domain containing 71 like [Source:MGI Symbol;Acc:MGI:1919373]	10090	436	1
ENSMUST00000172334.2	ENSMUSG00000053559.7	Smagp	small cell adhesion glycoprotein [Source:MGI Symbol;Acc:MGI:2448476]	10090	908	1
ENSMUST00000172361.2	ENSMUSG00000000568.10	Hnrnpd	heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947]	10090	3089	1
ENSMUST00000172371.1	ENSMUSG00000090673.1	Gm340	predicted gene 340 [Source:MGI Symbol;Acc:MGI:2685186]	10090	66	1
ENSMUST00000172377.2	ENSMUSG00000053550.8	Shisa7	shisa homolog 7 (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:3605641]	10090	33	1
ENSMUST00000172378.1	ENSMUSG00000040380.8	Cbln3	cerebellin 3 precursor protein [Source:MGI Symbol;Acc:MGI:1889286]	10090	7	0
ENSMUST00000172380.4	ENSMUSG00000032503.12	Arpp21	cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]	10090	7	0
ENSMUST00000172387.2	ENSMUSG00000022370.8	Mrpl13	mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218]	10090	164	1
ENSMUST00000172391.2	ENSMUSG00000091620.2	Vmn2r23	vomeronasal 2, receptor 23 [Source:MGI Symbol;Acc:MGI:3646826]	10090	5	1
ENSMUST00000172396.2	ENSMUSG00000005481.12	Ddx39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39 [Source:MGI Symbol;Acc:MGI:1915528]	10090	9	1
ENSMUST00000172398.1	ENSMUSG00000041708.7	Mpped1	metallophosphoesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:106316]	10090	10	1
ENSMUST00000172412.1	ENSMUSG00000091110.1	Gm2832	predicted gene 2832 [Source:MGI Symbol;Acc:MGI:3781004]	10090	5	1
ENSMUST00000172429.2	ENSMUSG00000038500.10	Prr3	proline-rich polypeptide 3 [Source:MGI Symbol;Acc:MGI:1922460]	10090	24	0
ENSMUST00000172431.2	ENSMUSG00000090363.3	Gm3512	predicted gene 3512 [Source:MGI Symbol;Acc:MGI:3781689]	10090	5	1
ENSMUST00000172435.2	ENSMUSG00000038552.9	Fndc4	fibronectin type III domain containing 4 [Source:MGI Symbol;Acc:MGI:1917195]	10090	521	1
ENSMUST00000172450.1	ENSMUSG00000003131.6	Pafah1b2	platelet-activating factor acetylhydrolase, isoform 1b, subunit 2 [Source:MGI Symbol;Acc:MGI:108415]	10090	1528	1
ENSMUST00000172457.2	ENSMUSG00000008683.11	Rps15a	ribosomal protein S15A [Source:MGI Symbol;Acc:MGI:2389091]	10090	1965	1
ENSMUST00000172487.1	ENSMUSG00000067786.11	Nnat	neuronatin [Source:MGI Symbol;Acc:MGI:104716]	10090	3594	0
ENSMUST00000172492.2	ENSMUSG00000041961.9	Znrf3	zinc and ring finger 3 [Source:MGI Symbol;Acc:MGI:3039616]	10090	113	1
ENSMUST00000172494.2	ENSMUSG00000013766.6	Ly6g6e	lymphocyte antigen 6 complex, locus G6E [Source:MGI Symbol;Acc:MGI:1917524]	10090	5	0
ENSMUST00000172525.2	ENSMUSG00000033249.5	Hsf4	heat shock transcription factor 4 [Source:MGI Symbol;Acc:MGI:1347058]	10090	223	1
ENSMUST00000172537.1	ENSMUSG00000027977.10	Ndst3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 [Source:MGI Symbol;Acc:MGI:1932544]	10090	5	0
ENSMUST00000172551.1	ENSMUSG00000093871.1	Gm4187	predicted gene 4187 [Source:MGI Symbol;Acc:MGI:3782363]	10090	5	1
ENSMUST00000172566.2	ENSMUSG00000050751.9	Pgbd5	piggyBac transposable element derived 5 [Source:MGI Symbol;Acc:MGI:2429955]	10090	15	1
ENSMUST00000172572.3	ENSMUSG00000092607.4	Scnm1	sodium channel modifier 1 [Source:MGI Symbol;Acc:MGI:1341284]	10090	439	1
ENSMUST00000172577.2	ENSMUSG00000050373.8	Snx21	sorting nexin family member 21 [Source:MGI Symbol;Acc:MGI:1917729]	10090	738	1
ENSMUST00000172579.2	ENSMUSG00000074832.5	2410141K09Rik	RIKEN cDNA 2410141K09 gene [Source:MGI Symbol;Acc:MGI:1924053]	10090	8	1
ENSMUST00000172582.1	ENSMUSG00000083947.2	Olfr122	olfactory receptor 122 [Source:MGI Symbol;Acc:MGI:2177505]	10090	5	1
ENSMUST00000172616.1	ENSMUSG00000028525.11	Pde4b	phosphodiesterase 4B, cAMP specific [Source:MGI Symbol;Acc:MGI:99557]	10090	21	0
ENSMUST00000172638.1	ENSMUSG00000029913.9	Prdm5	PR domain containing 5 [Source:MGI Symbol;Acc:MGI:1918029]	10090	50	1
ENSMUST00000172652.2	ENSMUSG00000053046.9	Brsk2	BR serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:1923020]	10090	5	0
ENSMUST00000172667.2	ENSMUSG00000048502.9	Duxbl1	double homeobox B-like 1 [Source:MGI Symbol;Acc:MGI:1916048]	10090	5	0
ENSMUST00000172693.2	ENSMUSG00000024397.9	Aif1	allograft inflammatory factor 1 [Source:MGI Symbol;Acc:MGI:1343098]	10090	45	1
ENSMUST00000172694.2	ENSMUSG00000027684.11	Mecom	MDS1 and EVI1 complex locus [Source:MGI Symbol;Acc:MGI:95457]	10090	41	0
ENSMUST00000172699.1	ENSMUSG00000074480.4	Mex3a	mex3 homolog A (C. elegans) [Source:MGI Symbol;Acc:MGI:1919890]	10090	442	1
ENSMUST00000172702.3	ENSMUSG00000032113.10	Chek1	checkpoint kinase 1 [Source:MGI Symbol;Acc:MGI:1202065]	10090	1154	1
ENSMUST00000172743.2	ENSMUSG00000091045.3	Vmn2r55	vomeronasal 2, receptor 55 [Source:MGI Symbol;Acc:MGI:3757950]	10090	5	1
ENSMUST00000172748.2	ENSMUSG00000022394.9	L3mbtl2	l(3)mbt-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2443584]	10090	25	0
ENSMUST00000172753.1	ENSMUSG00000090877.3	Hspa1b	heat shock protein 1B [Source:MGI Symbol;Acc:MGI:99517]	10090	1182	1
ENSMUST00000172756.1	ENSMUSG00000015002.11	Efr3a	EFR3 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923990]	10090	10	0
ENSMUST00000172758.2	ENSMUSG00000041578.10	Crx	cone-rod homeobox [Source:MGI Symbol;Acc:MGI:1194883]	10090	5	0
ENSMUST00000172767.2	ENSMUSG00000079557.5	March2	membrane-associated ring finger (C3HC4) 2 [Source:MGI Symbol;Acc:MGI:1925915]	10090	2418	0
ENSMUST00000172775.3	ENSMUSG00000025469.10	Msx3	msh homeobox 3 [Source:MGI Symbol;Acc:MGI:106587]	10090	5	0
ENSMUST00000172785.2	ENSMUSG00000073411.6	H2-D1	histocompatibility 2, D region locus 1 [Source:MGI Symbol;Acc:MGI:95896]	10090	4052	1
ENSMUST00000172814.2	ENSMUSG00000092322.3	Esp36	exocrine gland secreted peptide 36 [Source:MGI Symbol;Acc:MGI:5141873]	10090	5	1
ENSMUST00000172815.1	ENSMUSG00000092216.1	Gm19345	predicted gene, 19345 [Source:MGI Symbol;Acc:MGI:5011530]	10090	5	1
ENSMUST00000172818.2	ENSMUSG00000024083.10	Pja2	praja 2, RING-H2 motif containing [Source:MGI Symbol;Acc:MGI:2159342]	10090	330	1
ENSMUST00000172820.1	ENSMUSG00000001666.8	Ddt	D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381]	10090	1021	1
ENSMUST00000172821.3	ENSMUSG00000006270.7	Vax1	ventral anterior homeobox 1 [Source:MGI Symbol;Acc:MGI:1277163]	10090	5	1
ENSMUST00000172831.2	ENSMUSG00000037627.10	Rgs22	regulator of G-protein signalling 22 [Source:MGI Symbol;Acc:MGI:3613651]	10090	35	1
ENSMUST00000172834.1	ENSMUSG00000062352.8	Itgb1bp1	integrin beta 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:1306802]	10090	42	0
ENSMUST00000172854.1	ENSMUSG00000043807.6	Ly6g5b	lymphocyte antigen 6 complex, locus G5B [Source:MGI Symbol;Acc:MGI:2385809]	10090	15	1
ENSMUST00000172863.1	ENSMUSG00000096513.1	Gm4175	predicted gene 4175 [Source:MGI Symbol;Acc:MGI:3782351]	10090	5	1
ENSMUST00000172868.2	ENSMUSG00000015120.10	Ube2i	ubiquitin-conjugating enzyme E2I [Source:MGI Symbol;Acc:MGI:107365]	10090	5	0
ENSMUST00000172887.2	ENSMUSG00000079298.4	Klrb1b	killer cell lectin-like receptor subfamily B member 1B [Source:MGI Symbol;Acc:MGI:107539]	10090	16	1
ENSMUST00000172898.1	ENSMUSG00000046367.10	4931440L10Rik	RIKEN cDNA 4931440L10 gene [Source:MGI Symbol;Acc:MGI:1918251]	10090	5	1
ENSMUST00000172901.2	ENSMUSG00000027347.13	Rasgrp1	RAS guanyl releasing protein 1 [Source:MGI Symbol;Acc:MGI:1314635]	10090	17	1
ENSMUST00000172912.2	ENSMUSG00000061232.10	H2-K1	histocompatibility 2, K1, K region [Source:MGI Symbol;Acc:MGI:95904]	10090	25888	1
ENSMUST00000172919.2	ENSMUSG00000020173.12	Cobl	cordon-bleu WH2 repeat [Source:MGI Symbol;Acc:MGI:105056]	10090	60	1
ENSMUST00000172933.1	ENSMUSG00000043312.5	Olfr131	olfactory receptor 131 [Source:MGI Symbol;Acc:MGI:2177514]	10090	5	1
ENSMUST00000172939.2	ENSMUSG00000046782.9	Ttc6	tetratricopeptide repeat domain 6 [Source:MGI Symbol;Acc:MGI:2684915]	10090	34	1
ENSMUST00000172947.2	ENSMUSG00000030994.10	D7Ertd443e	DNA segment, Chr 7, ERATO Doi 443, expressed [Source:MGI Symbol;Acc:MGI:1196431]	10090	17	1
ENSMUST00000172951.1	ENSMUSG00000056755.8	Grm7	glutamate receptor, metabotropic 7 [Source:MGI Symbol;Acc:MGI:1351344]	10090	5	0
ENSMUST00000172974.2	ENSMUSG00000029767.11	Calu	calumenin [Source:MGI Symbol;Acc:MGI:1097158]	10090	41	0
ENSMUST00000172989.1	ENSMUSG00000095745.1	Gm4133	predicted gene 4133 [Source:MGI Symbol;Acc:MGI:3782309]	10090	5	1
ENSMUST00000172997.1	ENSMUSG00000029546.11	Uncx	UNC homeobox [Source:MGI Symbol;Acc:MGI:108013]	10090	7	1
ENSMUST00000173004.1	ENSMUSG00000007050.12	Lsm2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:90676]	10090	8465	1
ENSMUST00000173014.1	ENSMUSG00000075707.5	Dio3	deiodinase, iodothyronine type III [Source:MGI Symbol;Acc:MGI:1306782]	10090	21	1
ENSMUST00000173015.2	ENSMUSG00000079557.5	March2	membrane-associated ring finger (C3HC4) 2 [Source:MGI Symbol;Acc:MGI:1925915]	10090	2418	1
ENSMUST00000173019.2	ENSMUSG00000067288.7	Rps28	ribosomal protein S28 [Source:MGI Symbol;Acc:MGI:1859516]	10090	5	0
ENSMUST00000173031.1	ENSMUSG00000030126.12	Tmcc1	transmembrane and coiled coil domains 1 [Source:MGI Symbol;Acc:MGI:2442368]	10090	10	0
ENSMUST00000173033.2	ENSMUSG00000064120.8	Mocs1	molybdenum cofactor synthesis 1 [Source:MGI Symbol;Acc:MGI:1928904]	10090	2100	0
ENSMUST00000173041.2	ENSMUSG00000067786.11	Nnat	neuronatin [Source:MGI Symbol;Acc:MGI:104716]	10090	3599	1
ENSMUST00000173072.1	ENSMUSG00000036492.7	Rnf39	ring finger protein 39 [Source:MGI Symbol;Acc:MGI:2156378]	10090	5	0
ENSMUST00000173078.2	ENSMUSG00000036990.8	Otud4	OTU domain containing 4 [Source:MGI Symbol;Acc:MGI:1098801]	10090	2329	1
ENSMUST00000173080.4	ENSMUSG00000073406.5	H2-Bl	histocompatibility 2, blastocyst [Source:MGI Symbol;Acc:MGI:892004]	10090	101	1
ENSMUST00000173099.2	ENSMUSG00000031442.15	Mcf2l	mcf.2 transforming sequence-like [Source:MGI Symbol;Acc:MGI:103263]	10090	30	1
ENSMUST00000173112.1	ENSMUSG00000092251.2	Trav9n-1	T cell receptor alpha  variable 9N-1 [Source:MGI Symbol;Acc:MGI:3809200]	10090	5	1
ENSMUST00000173114.2	ENSMUSG00000024387.8	Csnk2b	casein kinase 2, beta polypeptide [Source:MGI Symbol;Acc:MGI:88548]	10090	950	1
ENSMUST00000173118.1	ENSMUSG00000092413.1	Olfr115	olfactory receptor 115 [Source:MGI Symbol;Acc:MGI:2177498]	10090	5	1
ENSMUST00000173128.1	ENSMUSG00000092277.1	Gm19684	predicted gene, 19684 [Source:MGI Symbol;Acc:MGI:5011869]	10090	5	1
ENSMUST00000173199.2	ENSMUSG00000071454.8	Dtnb	dystrobrevin, beta [Source:MGI Symbol;Acc:MGI:1203728]	10090	467	0
ENSMUST00000173206.2	ENSMUSG00000007379.10	Dennd2c	DENN/MADD domain containing 2C [Source:MGI Symbol;Acc:MGI:3036254]	10090	49	1
ENSMUST00000173246.2	ENSMUSG00000038518.10	Jarid2	jumonji, AT rich interactive domain 2 [Source:MGI Symbol;Acc:MGI:104813]	10090	1458	1
ENSMUST00000173270.2	ENSMUSG00000030688.9	Stard10	START domain containing 10 [Source:MGI Symbol;Acc:MGI:1860093]	10090	43	0
ENSMUST00000173283.1	ENSMUSG00000092335.1	Gm7221	predicted gene 7221 [Source:MGI Symbol;Acc:MGI:3645327]	10090	13	1
ENSMUST00000173287.2	ENSMUSG00000070469.6	Adamtsl3	ADAMTS-like 3 [Source:MGI Symbol;Acc:MGI:3028499]	10090	42	0
ENSMUST00000173297.1	ENSMUSG00000055027.12	Smyd1	SET and MYND domain containing 1 [Source:MGI Symbol;Acc:MGI:104790]	10090	5	0
ENSMUST00000173311.2	ENSMUSG00000023852.8	Chd1	chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393]	10090	9	0
ENSMUST00000173320.2	ENSMUSG00000045374.13	Wdr81	WD repeat domain 81 [Source:MGI Symbol;Acc:MGI:2681828]	10090	499	1
ENSMUST00000173322.2	ENSMUSG00000092243.3	Gm7030	predicted gene 7030 [Source:MGI Symbol;Acc:MGI:3647514]	10090	5	0
ENSMUST00000173329.2	ENSMUSG00000079557.5	March2	membrane-associated ring finger (C3HC4) 2 [Source:MGI Symbol;Acc:MGI:1925915]	10090	54	0
ENSMUST00000173348.1	ENSMUSG00000029112.5	Nkx1-1	NK1 transcription factor related, locus 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:109346]	10090	5	1
ENSMUST00000173353.2	ENSMUSG00000073402.6	Gm8909	predicted gene 8909 [Source:MGI Symbol;Acc:MGI:3704134]	10090	15	1
ENSMUST00000173387.1	ENSMUSG00000066583.4	Scgb1b27	secretoglobin, family 1B, member 27 [Source:MGI Symbol;Acc:MGI:87862]	10090	5	0
ENSMUST00000173393.2	ENSMUSG00000027510.12	Rbm38	RNA binding motif protein 38 [Source:MGI Symbol;Acc:MGI:1889294]	10090	283	1
ENSMUST00000173432.2	ENSMUSG00000000690.5	Hoxb6	homeobox B6 [Source:MGI Symbol;Acc:MGI:96187]	10090	230	1
ENSMUST00000173447.1	ENSMUSG00000024176.5	Sox8	SRY (sex determining region Y)-box 8 [Source:MGI Symbol;Acc:MGI:98370]	10090	5	0
ENSMUST00000173459.1	ENSMUSG00000070841.4	Vmn2r34	vomeronasal 2, receptor 34 [Source:MGI Symbol;Acc:MGI:3757700]	10090	5	1
ENSMUST00000173462.2	ENSMUSG00000092607.4	Scnm1	sodium channel modifier 1 [Source:MGI Symbol;Acc:MGI:1341284]	10090	439	0
ENSMUST00000173472.1	ENSMUSG00000049618.5	Olfr103	olfactory receptor 103 [Source:MGI Symbol;Acc:MGI:2177486]	10090	5	1
ENSMUST00000173478.1	ENSMUSG00000092586.3	Ly6g6c	lymphocyte antigen 6 complex, locus G6C [Source:MGI Symbol;Acc:MGI:2148930]	10090	12	1
ENSMUST00000173484.1	ENSMUSG00000096304.1	Gm16451	predicted pseudogene 16451 [Source:MGI Symbol;Acc:MGI:3647461]	10090	5	1
ENSMUST00000173492.2	ENSMUSG00000079553.5	Kifc1	kinesin family member C1 [Source:MGI Symbol;Acc:MGI:109596]	10090	1240	1
ENSMUST00000173494.2	ENSMUSG00000091415.4	Ak9	adenylate kinase 9 [Source:MGI Symbol;Acc:MGI:2685080]	10090	10	1
ENSMUST00000173506.2	ENSMUSG00000033545.9	Znrf1	zinc and ring finger 1 [Source:MGI Symbol;Acc:MGI:2177308]	10090	212	0
ENSMUST00000173514.2	ENSMUSG00000026069.10	Il1rl1	interleukin 1 receptor-like 1 [Source:MGI Symbol;Acc:MGI:98427]	10090	12792	1
ENSMUST00000173530.2	ENSMUSG00000024517.11	Grp	gastrin releasing peptide [Source:MGI Symbol;Acc:MGI:95833]	10090	5	0
ENSMUST00000173533.1	ENSMUSG00000040016.11	Ptger3	prostaglandin E receptor 3 (subtype EP3) [Source:MGI Symbol;Acc:MGI:97795]	10090	232	1
ENSMUST00000173537.1	ENSMUSG00000001665.5	Gstt3	glutathione S-transferase, theta 3 [Source:MGI Symbol;Acc:MGI:2143526]	10090	5	0
ENSMUST00000173571.1	ENSMUSG00000092456.1	V1rd19	vomeronasal 1 receptor, D19 [Source:MGI Symbol;Acc:MGI:3033488]	10090	5	1
ENSMUST00000173583.2	ENSMUSG00000074832.5	2410141K09Rik	RIKEN cDNA 2410141K09 gene [Source:MGI Symbol;Acc:MGI:1924053]	10090	5	0
ENSMUST00000173595.1	ENSMUSG00000067786.11	Nnat	neuronatin [Source:MGI Symbol;Acc:MGI:104716]	10090	3599	0
ENSMUST00000173600.1	ENSMUSG00000024399.5	Ltb	lymphotoxin B [Source:MGI Symbol;Acc:MGI:104796]	10090	20	1
ENSMUST00000173620.1	ENSMUSG00000092210.1	A930009A15Rik	RIKEN cDNA A930009A15 gene [Source:MGI Symbol;Acc:MGI:1925048]	10090	5	1
ENSMUST00000173627.2	ENSMUSG00000025451.10	Paip1	polyadenylate binding protein-interacting protein 1 [Source:MGI Symbol;Acc:MGI:2384993]	10090	2018	0
ENSMUST00000173650.1	ENSMUSG00000051827.6	Rhox2a	reproductive homeobox 2A [Source:MGI Symbol;Acc:MGI:1922449]	10090	5	0
ENSMUST00000173668.1	ENSMUSG00000074311.3	Vmn1r139	vomeronasal 1 receptor 139 [Source:MGI Symbol;Acc:MGI:3644494]	10090	5	1
ENSMUST00000173707.1	ENSMUSG00000064308.5	2410137M14Rik	RIKEN cDNA 2410137M14 gene [Source:MGI Symbol;Acc:MGI:1924047]	10090	10	1
ENSMUST00000173734.3	ENSMUSG00000092622.3	Khdc3	KH domain containing 3, subcortical maternal complex member [Source:MGI Symbol;Acc:MGI:1914241]	10090	5	0
ENSMUST00000173760.3	ENSMUSG00000096458.2	Moap1	modulator of apoptosis 1 [Source:MGI Symbol;Acc:MGI:1915555]	10090	102	1
ENSMUST00000173764.1	ENSMUSG00000041538.10	H2-Ob	histocompatibility 2, O region beta locus [Source:MGI Symbol;Acc:MGI:95925]	10090	17	0
ENSMUST00000173782.1	ENSMUSG00000090794.2	Vmn1r60	vomeronasal 1 receptor 60 [Source:MGI Symbol;Acc:MGI:3645244]	10090	5	1
ENSMUST00000173790.2	ENSMUSG00000037894.8	H2afz	H2A histone family, member Z [Source:MGI Symbol;Acc:MGI:1888388]	10090	72	1
ENSMUST00000173801.2	ENSMUSG00000032423.7	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]	10090	162	0
ENSMUST00000173803.1	ENSMUSG00000092233.1	Gm20403	predicted gene 20403 [Source:MGI Symbol;Acc:MGI:5141868]	10090	5	1
ENSMUST00000173804.2	ENSMUSG00000072966.6	Gprasp2	G protein-coupled receptor associated sorting protein 2 [Source:MGI Symbol;Acc:MGI:2442071]	10090	97	1
